0.709489788	0.290510212
0.645021446	0.354978554
0.384374867	0.615625133
0.753532272	0.246467728
0.52289973	0.47710027
0.534583631	0.465416369
0.992903873	0.007096127
0.720936914	0.279063086
0.664923549	0.335076451
0.361607766	0.638392234
0.347090761	0.652909239
0.947068636	0.052931364
0.28932363	0.71067637
0.956125324	0.043874676
0.841237122	0.158762878
0.851247965	0.148752035
0.141991586	0.858008414
0.112966848	0.887033152
0.921121206	0.078878794
0.805827376	0.194172624
0.483588953	0.516411047
0.910997283	0.089002717
0.019195566	0.980804434
0.79422153	0.20577847
0.081944524	0.918055476
0.461384348	0.538615652
0.275163575	0.724836425
0.453965826	0.546034174
0.35434631	0.64565369
0.857926648	0.142073352
0.492551482	0.507448518
0.885913491	0.114086509
0.303099315	0.696900685
0.263667576	0.736332424
0.233389855	0.766610145
0.472254515	0.527745485
0.255484582	0.744515418
0.056116157	0.943883843
0.516019907	0.483980093
0.982865284	0.017134716
0.064497123	0.935502877
0.168349288	0.831650712
0.576971351	0.423028649
0.12449678	0.87550322
0.678774455	0.321225545
0.779257628	0.220742372
0.92888122	0.07111878
0.545730824	0.454269176
0.133547576	0.866452424
0.975975471	0.024024529
0.967949804	0.032050196
0.10148872	0.89851128
0.404674344	0.595325656
0.071571639	0.928428361
0.0319539	0.9680461
0.501296884	0.498703116
0.608234496	0.391765504
0.148786724	0.851213276
0.655746806	0.344253194
0.316302983	0.683697017
0.424355985	0.575644015
0.894925013	0.105074987
0.61759314	0.38240686
0.439781483	0.560218517
0.04051861	0.95948139
0.866595022	0.133404978
0.686018534	0.313981466
0.194006858	0.805993142
0.206227114	0.793772886
0.825803623	0.174196377
0.220976233	0.779023767
0.631412826	0.368587174
0.874956776	0.125043224
0.76523921	0.23476079
0.156559751	0.843440249
0.730086838	0.269913162
0.368682374	0.631317626
0.93782429	0.06217571
0.562284694	0.437715306
0.244051726	0.755948274
0.587885844	0.412114156
0.554817311	0.445182689
0.414802111	0.585197889
0.815134498	0.184865502
0.738498913	0.261501087
0.32844286	0.67155714
0.832879461	0.167120539
0.048191523	0.951808477
0.0087787	0.9912213
0.599547164	0.400452836
0.375594888	0.624405112
0.185514028	0.814485972
0.339692934	0.660307066
0.392896254	0.607103746
0.177858475	0.822141525
0.694694816	0.305305184
0.904446231	0.095553769
0.09174097	0.90825903
0	1
1	0
